case_id,timestamp,decline_code,amount,tree_model_score,routing_rationale,tree_model_top_features,routed_to_llm,llm_recommended_action,llm_confidence,llm_reasoning_summary,llm_schema_valid,guardrail_flags,proposed_action,final_action,guardrail_overrode,override_rule,requires_human_review,model_version,pipeline_version,baseline_final_action,baseline_guardrail_overrode,baseline_override_rule,pipeline_retried,baseline_retried
case_0208,2026-09-04T11:38:54.911908+00:00,51_insufficient_funds,482.68,0.5351521799660373,"score=0.5352 vs band=[0.3793, 0.4681] (in_band=False); decline_code='51_insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""amount"", ""value"": 482.68, ""shap_value"": 0.15064748000013045}, {""feature"": ""time_of_day_bucket"", ""value"": ""night"", ""shap_value"": -0.12883244889996573}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0209,2026-09-04T11:38:54.912504+00:00,invalid_account,4201.93,0.2325441537535546,"score=0.2325 vs band=[0.3793, 0.4681] (in_band=False); decline_code='invalid_account' (is_ambiguous=False) -> NOT routed (template_action=no_retry_prompt_update)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_HARD"", ""shap_value"": -0.9821377663885883}, {""feature"": ""amount"", ""value"": 4201.93, ""shap_value"": -0.5880638249706186}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.7818438435845592, ""shap_value"": 0.4315139015765531}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}]",False,,,,,hard_decline_excluded;requires_human_review_floor,no_retry_prompt_update,no_retry_prompt_update,False,,True,logreg_v1_2026-09-02,phase7_v1,no_retry_prompt_update,True,hard_decline_excluded,False,False
case_0210,2026-09-04T11:38:54.912971+00:00,invalid_account,485.92,0.13075780611311003,"score=0.1308 vs band=[0.3793, 0.4681] (in_band=False); decline_code='invalid_account' (is_ambiguous=False) -> NOT routed (template_action=no_retry_prompt_update)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_HARD"", ""shap_value"": -0.9821377663885883}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.3192140071295233, ""shap_value"": -0.27788786924011283}, {""feature"": ""amount"", ""value"": 485.92, ""shap_value"": 0.15000395654026483}, {""feature"": ""ltv_tier"", ""value"": ""high"", ""shap_value"": -0.12749525137163875}, {""feature"": ""payment_rail"", ""value"": ""card"", ""shap_value"": 0.12216766515157171}]",False,,,,,hard_decline_excluded;requires_human_review_floor,no_retry_prompt_update,no_retry_prompt_update,False,,True,logreg_v1_2026-09-02,phase7_v1,no_retry_prompt_update,True,hard_decline_excluded,False,False
case_0211,2026-09-04T11:38:56.981271+00:00,05_do_not_honor,1001.54,0.34797990280102176,"score=0.3480 vs band=[0.3793, 0.4681] (in_band=False); decline_code='05_do_not_honor' (is_ambiguous=True) -> ROUTED to LLM (trigger: ambiguous_code)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.108494164767107, ""shap_value"": -0.6010080347347473}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""day_of_week"", ""value"": ""thu"", ""shap_value"": -0.1750338202098383}, {""feature"": ""customer_tenure_days"", ""value"": 283, ""shap_value"": -0.15814596532231356}]",True,escalate_human,0.85,"The features used for this analysis are: historical_ptp_honor_rate, ltv_tier, issuer_bank_risk_tier, day_of_week, and customer_tenure_days. The most significant driver is historical_ptp_honor_rate, which has a strong negative shap_value of -0.60, indicating a very low probability of payment honor based on historical data. While ltv_tier (positive shap_value of 0.28) and issuer_bank_risk_tier (positive shap_value of 0.27) exert positive pressure, they are insufficient to offset the substantial negative impact of the historical payment performance. Furthermore, both day_of_week and customer_tenure_days provide negative shap_values of -0.18 and -0.16 respectively, further indicating that this case is unlikely to succeed through automated retry. Given the decline_code '05_do_not_honor' and the failure of previous attempts, human intervention is necessary to determine if the customer should be contacted for an alternative payment method rather than continuing automated retries.",True,,escalate_human,escalate_human,False,,True,gemini:gemini-3.1-flash-lite,phase7_v1,retry_now,False,,False,True
case_0212,2026-09-04T11:38:56.982411+00:00,insufficient_funds,2075.81,0.5522851932537854,"score=0.5523 vs band=[0.3793, 0.4681] (in_band=False); decline_code='insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""high_risk"", ""shap_value"": -0.25847687587349405}, {""feature"": ""day_of_week"", ""value"": ""mon"", ""shap_value"": 0.21919438607451347}, {""feature"": ""amount"", ""value"": 2075.81, ""shap_value"": -0.16577737481953733}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0213,2026-09-04T11:38:56.983356+00:00,51_insufficient_funds,2131.55,0.6569956141258012,"score=0.6570 vs band=[0.3793, 0.4681] (in_band=False); decline_code='51_insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.8296801264399497, ""shap_value"": 0.5048665932812941}, {""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""customer_tenure_days"", ""value"": 32, ""shap_value"": -0.22423327968886464}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0214,2026-09-04T11:38:56.984019+00:00,expired_card_soft,1539.12,0.6103518737119784,"score=0.6104 vs band=[0.3793, 0.4681] (in_band=False); decline_code='expired_card_soft' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.690867786203426, ""shap_value"": 0.29201019662178823}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""customer_tenure_days"", ""value"": 188, ""shap_value"": -0.18315909227379704}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0215,2026-09-04T11:38:56.984635+00:00,51_insufficient_funds,706.17,0.6851998097656608,"score=0.6852 vs band=[0.3793, 0.4681] (in_band=False); decline_code='51_insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""day_of_week"", ""value"": ""mon"", ""shap_value"": 0.21919438607451347}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""customer_tenure_days"", ""value"": 1360, ""shap_value"": 0.12542390548555707}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0216,2026-09-04T11:38:56.985497+00:00,insufficient_funds,1317.11,0.6222800213610701,"score=0.6223 vs band=[0.3793, 0.4681] (in_band=False); decline_code='insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.798140301166208, ""shap_value"": 0.45650307208714125}, {""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""customer_tenure_days"", ""value"": 1586, ""shap_value"": 0.1849288180227704}, {""feature"": ""payment_rail"", ""value"": ""card"", ""shap_value"": 0.12216766515157171}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0217,2026-09-04T11:38:59.052079+00:00,05_do_not_honor,2062.05,0.46693509986124715,"score=0.4669 vs band=[0.3793, 0.4681] (in_band=True); decline_code='05_do_not_honor' (is_ambiguous=True) -> ROUTED to LLM (trigger: probability_band+ambiguous_code)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.8328822257191485, ""shap_value"": 0.5097767281666716}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""day_of_week"", ""value"": ""thu"", ""shap_value"": -0.1750338202098383}, {""feature"": ""amount"", ""value"": 2062.05, ""shap_value"": -0.16304438629862655}]",True,retry_scheduled,0.65,"I evaluated the following features: historical_ptp_honor_rate, issuer_bank_risk_tier, ltv_tier, day_of_week, and amount. The case is driven by a strong POSITIVE shap_value from historical_ptp_honor_rate (0.509) and a POSITIVE shap_value from issuer_bank_risk_tier (0.266), suggesting that the customer's prior reliability and the current issuer risk profile are supportive of recovery. These are countered by NEGATIVE shap_values from ltv_tier (-0.201), day_of_week (-0.175), and amount (-0.163). Given that historical payment reliability is a dominant driver and the current status is an ambiguous '05_do_not_honor' decline with one prior successful retry, a scheduled retry is the most appropriate action to balance the positive behavioral signals against the negative transactional friction. I am missing specific data on current account balance or external liquidity, which limits my confidence.",True,,retry_scheduled,retry_scheduled,False,,True,gemini:gemini-3.1-flash-lite,phase7_v1,retry_now,False,,True,True
case_0218,2026-09-04T11:38:59.052691+00:00,insufficient_funds,807.12,0.32607936201998694,"score=0.3261 vs band=[0.3793, 0.4681] (in_band=False); decline_code='insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_scheduled)","[{""feature"": ""prior_retry_success_count"", ""value"": 4, ""shap_value"": -0.7808645127453328}, {""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""retry_attempt_number"", ""value"": 5, ""shap_value"": -0.25870134593777805}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""high_risk"", ""shap_value"": -0.25847687587349405}]",False,,,,,network_retry_cap_exceeded;requires_human_review_floor,retry_scheduled,no_retry_prompt_update,True,network_retry_cap_exceeded,True,logreg_v1_2026-09-02,phase7_v1,no_retry_prompt_update,True,network_retry_cap_exceeded,False,False
case_0219,2026-09-04T11:38:59.053077+00:00,restricted_card,661.24,0.26331188444427045,"score=0.2633 vs band=[0.3793, 0.4681] (in_band=False); decline_code='restricted_card' (is_ambiguous=False) -> NOT routed (template_action=no_retry_prompt_update)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_HARD"", ""shap_value"": -0.9821377663885883}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.2231338329261418, ""shap_value"": -0.4252182840757266}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""customer_tenure_days"", ""value"": 1619, ""shap_value"": 0.19361758843749624}, {""feature"": ""day_of_week"", ""value"": ""tue"", ""shap_value"": 0.15966793820086891}]",False,,,,,hard_decline_excluded;requires_human_review_floor,no_retry_prompt_update,no_retry_prompt_update,False,,True,logreg_v1_2026-09-02,phase7_v1,no_retry_prompt_update,True,hard_decline_excluded,False,False
case_0220,2026-09-04T11:38:59.053351+00:00,restricted_card,1020.4,0.17404728840673428,"score=0.1740 vs band=[0.3793, 0.4681] (in_band=False); decline_code='restricted_card' (is_ambiguous=False) -> NOT routed (template_action=no_retry_prompt_update)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_HARD"", ""shap_value"": -0.9821377663885883}, {""feature"": ""prior_retry_success_count"", ""value"": 2, ""shap_value"": -0.33871676033139303}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.7164999152743378, ""shap_value"": 0.33131479031604605}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""hours_since_last_attempt"", ""value"": 71.81, ""shap_value"": 0.13692263739710103}]",False,,,,,hard_decline_excluded;requires_human_review_floor,no_retry_prompt_update,no_retry_prompt_update,False,,True,logreg_v1_2026-09-02,phase7_v1,no_retry_prompt_update,True,hard_decline_excluded,False,False
case_0221,2026-09-04T11:39:01.117165+00:00,05_do_not_honor,2552.06,0.4905060543861426,"score=0.4905 vs band=[0.3793, 0.4681] (in_band=False); decline_code='05_do_not_honor' (is_ambiguous=True) -> ROUTED to LLM (trigger: ambiguous_code)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.7261656370355792, ""shap_value"": 0.3461363162820055}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""amount"", ""value"": 2552.06, ""shap_value"": -0.26036936486922996}, {""feature"": ""customer_tenure_days"", ""value"": 95, ""shap_value"": -0.2076456270789335}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""low_risk"", ""shap_value"": -0.11957637862912443}]",True,retry_scheduled,0.65,"Features used for reasoning: historical_ptp_honor_rate, ltv_tier, amount, customer_tenure_days, issuer_bank_risk_tier. The case benefits from a positive SHAP value for historical_ptp_honor_rate (0.346) and ltv_tier (0.279), both of which support recovery. However, these are offset by negative SHAP values for the amount (-0.260), customer_tenure_days (-0.207), and issuer_bank_risk_tier (-0.119), which suggest caution. The decline code 05_do_not_honor is noted as unranked context, not a SHAP-attributed driver. Given the strength of the positive indicators in honor rate and LTV relative to the amount, a scheduled retry is the most balanced approach. I am missing data on the specific issuer's current service status, which would improve confidence.",True,,retry_scheduled,retry_scheduled,False,,True,gemini:gemini-3.1-flash-lite,phase7_v1,retry_now,False,,True,True
case_0222,2026-09-04T11:39:01.117851+00:00,insufficient_funds,933.9,0.4901689509564295,"score=0.4902 vs band=[0.3793, 0.4681] (in_band=False); decline_code='insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.3582725210946187, ""shap_value"": -0.2179951066275156}, {""feature"": ""day_of_week"", ""value"": ""tue"", ""shap_value"": 0.15966793820086891}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""low_risk"", ""shap_value"": -0.11957637862912443}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0223,2026-09-04T11:39:01.118151+00:00,insufficient_funds,981.94,0.5774250206389646,"score=0.5774 vs band=[0.3793, 0.4681] (in_band=False); decline_code='insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""day_of_week"", ""value"": ""mon"", ""shap_value"": 0.21919438607451347}, {""feature"": ""time_of_day_bucket"", ""value"": ""night"", ""shap_value"": -0.12883244889996573}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""low_risk"", ""shap_value"": -0.11957637862912443}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0224,2026-09-04T11:39:01.118502+00:00,stolen_card,841.25,0.2114932001812378,"score=0.2115 vs band=[0.3793, 0.4681] (in_band=False); decline_code='stolen_card' (is_ambiguous=False) -> NOT routed (template_action=no_retry_prompt_update)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_HARD"", ""shap_value"": -0.9821377663885883}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.173313099683297, ""shap_value"": -0.5016139542224659}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""payment_rail"", ""value"": ""emandate"", ""shap_value"": -0.14636252025225663}]",False,,,,,hard_decline_excluded;requires_human_review_floor,no_retry_prompt_update,no_retry_prompt_update,False,,True,logreg_v1_2026-09-02,phase7_v1,no_retry_prompt_update,True,hard_decline_excluded,False,False
case_0225,2026-09-04T11:39:03.940486+00:00,generic_decline,263.27,0.4318437706494668,"score=0.4318 vs band=[0.3793, 0.4681] (in_band=True); decline_code='generic_decline' (is_ambiguous=False) -> ROUTED to LLM (trigger: probability_band)","[{""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.353337644080482, ""shap_value"": -0.22556230229179974}, {""feature"": ""customer_tenure_days"", ""value"": 28, ""shap_value"": -0.2252864639815587}, {""feature"": ""amount"", ""value"": 263.27, ""shap_value"": 0.19422633257084557}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""low_risk"", ""shap_value"": -0.11957637862912443}]",True,prompt_alt_payment,0.65,"The features used for this decision are: ltv_tier, historical_ptp_honor_rate, customer_tenure_days, amount, and issuer_bank_risk_tier. The ltv_tier (shap_value 0.2798) and amount (shap_value 0.1942) provide positive momentum toward recovery. However, the historical_ptp_honor_rate (shap_value -0.2256), customer_tenure_days (shap_value -0.2253), and issuer_bank_risk_tier (shap_value -0.1196) all contribute negative pressure against recovery. The low historical honor rate and shorter tenure combined with the ambiguous decline code suggest that a direct retry is unlikely to succeed. I am opting to prompt for alternative payment methods to mitigate the risk associated with these negative drivers. Case facts such as 'hours_since_last_attempt' and 'payment_rail' serve as unranked context, not a SHAP-attributed driver.",True,,prompt_alt_payment,prompt_alt_payment,False,,False,gemini:gemini-3.1-flash-lite,phase7_v1,retry_now,False,,True,True
case_0226,2026-09-04T11:39:03.941095+00:00,lost_card,1455.65,0.23513328175215623,"score=0.2351 vs band=[0.3793, 0.4681] (in_band=False); decline_code='lost_card' (is_ambiguous=False) -> NOT routed (template_action=no_retry_prompt_update)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_HARD"", ""shap_value"": -0.9821377663885883}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.6821251432143628, ""shap_value"": 0.2786041299798626}, {""feature"": ""day_of_week"", ""value"": ""mon"", ""shap_value"": 0.21919438607451347}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""customer_tenure_days"", ""value"": 310, ""shap_value"": -0.15103697134662877}]",False,,,,,hard_decline_excluded;requires_human_review_floor,no_retry_prompt_update,no_retry_prompt_update,False,,True,logreg_v1_2026-09-02,phase7_v1,no_retry_prompt_update,True,hard_decline_excluded,False,False
case_0227,2026-09-04T11:39:03.941454+00:00,stolen_card,641.46,0.09973220748387002,"score=0.0997 vs band=[0.3793, 0.4681] (in_band=False); decline_code='stolen_card' (is_ambiguous=False) -> NOT routed (template_action=no_retry_prompt_update)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_HARD"", ""shap_value"": -0.9821377663885883}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.2665472749284452, ""shap_value"": -0.35864762605316747}, {""feature"": ""customer_tenure_days"", ""value"": 66, ""shap_value"": -0.2152812132009653}, {""feature"": ""day_of_week"", ""value"": ""thu"", ""shap_value"": -0.1750338202098383}, {""feature"": ""ltv_tier"", ""value"": ""high"", ""shap_value"": -0.12749525137163875}]",False,,,,,hard_decline_excluded;requires_human_review_floor,no_retry_prompt_update,no_retry_prompt_update,False,,True,logreg_v1_2026-09-02,phase7_v1,no_retry_prompt_update,True,hard_decline_excluded,False,False
case_0228,2026-09-04T11:39:03.941869+00:00,insufficient_funds,1435.09,0.5588444251805651,"score=0.5588 vs band=[0.3793, 0.4681] (in_band=False); decline_code='insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.7140001301618498, ""shap_value"": 0.32748159183700143}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""low_risk"", ""shap_value"": -0.11957637862912443}, {""feature"": ""prior_retry_success_count"", ""value"": 0, ""shap_value"": 0.1034309920825466}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0229,2026-09-04T11:39:03.942143+00:00,insufficient_funds,872.83,0.5236501155758445,"score=0.5237 vs band=[0.3793, 0.4681] (in_band=False); decline_code='insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.1759554459156566, ""shap_value"": -0.497562150926098}, {""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""customer_tenure_days"", ""value"": 1723, ""shap_value"": 0.22100038004754133}, {""feature"": ""day_of_week"", ""value"": ""tue"", ""shap_value"": 0.15966793820086891}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0230,2026-09-04T11:39:03.942399+00:00,insufficient_funds,1043.78,0.6076403023473039,"score=0.6076 vs band=[0.3793, 0.4681] (in_band=False); decline_code='insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.6817280503712692, ""shap_value"": 0.2779952233684175}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""customer_tenure_days"", ""value"": 1544, ""shap_value"": 0.17387038294948298}, {""feature"": ""payment_rail"", ""value"": ""card"", ""shap_value"": 0.12216766515157171}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0231,2026-09-04T11:39:06.231228+00:00,05_do_not_honor,722.41,0.5367467997236832,"score=0.5367 vs band=[0.3793, 0.4681] (in_band=False); decline_code='05_do_not_honor' (is_ambiguous=True) -> ROUTED to LLM (trigger: ambiguous_code)","[{""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.6594137981144054, ""shap_value"": 0.2437782991277184}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""day_of_week"", ""value"": ""thu"", ""shap_value"": -0.1750338202098383}, {""feature"": ""payment_rail"", ""value"": ""card"", ""shap_value"": 0.12216766515157171}]",True,retry_scheduled,0.65,"Features used for reasoning: issuer_bank_risk_tier, historical_ptp_honor_rate, ltv_tier, day_of_week, payment_rail. The positive shap_value for issuer_bank_risk_tier (+0.2656) and historical_ptp_honor_rate (+0.2438) provide meaningful support for a recovery attempt. Additionally, the payment_rail contributes a positive shap_value (+0.1222). These gains are partially offset by the negative shap_value of ltv_tier (-0.2012) and the day_of_week (-0.1750). While the model score is borderline, the aggregate positive contribution of the bank risk, ptp rate, and payment rail suggests a recovery attempt is viable. I am missing specific data on whether the issuer bank's current status is temporarily down or if this is a permanent constraint, which limits my confidence. I have scheduled a retry to capitalize on the positive indicators while respecting the need for a delay.",True,,retry_scheduled,retry_scheduled,False,,True,gemini:gemini-3.1-flash-lite,phase7_v1,retry_now,False,,True,True
case_0232,2026-09-04T11:39:06.232123+00:00,51_insufficient_funds,1072.45,0.506143215117352,"score=0.5061 vs band=[0.3793, 0.4681] (in_band=False); decline_code='51_insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""high_risk"", ""shap_value"": -0.25847687587349405}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""day_of_week"", ""value"": ""tue"", ""shap_value"": 0.15966793820086891}, {""feature"": ""payment_rail"", ""value"": ""card"", ""shap_value"": 0.12216766515157171}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0233,2026-09-04T11:39:06.232709+00:00,51_insufficient_funds,2104.42,0.7321438450932602,"score=0.7321 vs band=[0.3793, 0.4681] (in_band=False); decline_code='51_insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.8490632085047394, ""shap_value"": 0.5345888283321304}, {""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""day_of_week"", ""value"": ""thu"", ""shap_value"": -0.1750338202098383}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0234,2026-09-04T11:39:06.233005+00:00,generic_decline,1069.39,0.6208489336091552,"score=0.6208 vs band=[0.3793, 0.4681] (in_band=False); decline_code='generic_decline' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.3314459251160048, ""shap_value"": -0.25913130925127703}, {""feature"": ""customer_tenure_days"", ""value"": 1505, ""shap_value"": 0.16360183609571605}, {""feature"": ""payment_rail"", ""value"": ""card"", ""shap_value"": 0.12216766515157171}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
